run,noise,success_rate,successes,failures,attempted,duration
stack_three_D1_noisy_0,0.075,63.0,63,37,100,936.0000000000001
stack_three_D1_noisy_1,0.125,55.0,55,45,100,972.0000000000002
stack_three_D1_noisy_2,0.175,45.0,45,55,100,900.0
stack_three_D1_noisy_3,0.2,34.0,34,66,100,900.0
stack_three_D1_noisy_4,0.225,20.0,20,80,100,936.0000000000001
stack_three_D1_noisy_5,0.375,2.0,2,98,100,900.0
