run,noise,success_rate,successes,failures,attempted,duration
coffee_D1_noisy_0,0.1,58.0,58,42,100,1116.0
coffee_D1_noisy_1,0.15,28.0,28,72,100,1116.0
coffee_D1_noisy_2,0.25,6.0,6,94,100,1116.0
coffee_D1_noisy_3,0.5,0.0,0,100,100,1080.0
coffee_D1_noisy_4,1.0,0.0,0,100,100,972.0000000000002
