run,noise,success_rate,successes,failures,attempted,duration
stack_three_D1_noisy_0,0.005,67.0,67,33,100,863.9999999999999
stack_three_D1_noisy_1,0.015,74.0,74,26,100,936.0000000000001
stack_three_D1_noisy_2,0.025,74.0,74,26,100,936.0000000000001
stack_three_D1_noisy_3,0.035,72.0,72,28,100,936.0000000000001
stack_three_D1_noisy_4,0.04,75.0,75,25,100,972.0000000000002
stack_three_D1_noisy_5,0.045,78.0,78,22,100,936.0000000000001
