run,noise,success_rate,successes,failures,attempted,duration
stack_three_D1_noisy_0,0.4,0.0,0,100,100,792.0
stack_three_D1_noisy_1,0.425,0.0,0,100,100,720.0
stack_three_D1_noisy_2,0.45,2.0,2,98,100,756.0
stack_three_D1_noisy_3,0.475,0.0,0,100,100,863.9999999999999
