run,noise,success_rate,successes,failures,attempted,duration
stack_three_D1_noisy_0,0.275,18.0,18,82,100,792.0
stack_three_D1_noisy_1,0.3,10.0,10,90,100,863.9999999999999
stack_three_D1_noisy_2,0.325,7.0,7,93,100,863.9999999999999
stack_three_D1_noisy_3,0.35,4.0,4,96,100,792.0
