run,noise,success_rate,successes,failures,attempted,duration
kitchen_D1_noisy_0,0.0,52.0,52,48,100,2916.0
kitchen_D1_noisy_1,0.01,51.0,51,49,100,2844.0000000000005
kitchen_D1_noisy_2,0.02,51.0,51,49,100,2916.0
kitchen_D1_noisy_3,0.03,50.0,50,50,100,2772.0
kitchen_D1_noisy_4,0.05,46.0,46,54,100,2916.0
